@relation American_Community_Survey__ACS____Vision_and_Eye_Health_Surveillance1

@attribute YearStart numeric
@attribute YearEnd numeric
@attribute LocationAbbr {AL,ID,US,AK,ME,Blount,Geneva,Randolph,Haines,Saline,Plumas,Walton,Bryan,Fannin,Putnam,Turner,Walker,Wheeler,Lewis,Will,Jay,Miami,Monroe,Adams,Mills,Harper,Pawnee,Wayne,Wabasha,Beaverhead,Clarke,Holmes,Jasper,Panola,Sharkey,Clinton,Grundy,Scotland,Livingston,Quay,Essex,Otsego,Yates,Clay,Garrett,Yancey,Lee,Sheridan,Stone,Hardin,Pike,Wallowa,CO,Lajas,Maunabo,Moca,Naguabo,AZ,Henry,Macon,Pickett,Borden,Cooke,Alcorn,Lamb,McMullen,Rains,Wilson,Douglas,Craig,Floyd,Giles,Luce,Scott,Columbia,Worth,Chippewa,Sawyer,LA,OK,NC,GA,IN,HI,RI,UT,KS,TX,MO,OR,WV,NY,SC,MI,NE,SD,KY,VA,IA,IL,MA,MT,TN,MS,MN,NV,MD,FL,NH,PA,AR,OH,VT,NM,NJ,CT,WA,CA,WY,WI,DC,DE,ND}
@attribute LocationDesc {Alabama,Idaho,National,Alaska,Maine,'Blount County','Geneva County','Randolph County','Haines Borough','Saline County','Plumas County','Walton County','Bryan County','Fannin County','Putnam County','Turner County','Walker County','Wheeler County','Lewis County','Will County','Jay County','Miami County','Monroe County','Adams County','Mills County','Harper County','Pawnee County','Wayne County','Wabasha County','Beaverhead County','Clarke County','Holmes County','Jasper County','Panola County','Sharkey County','Clinton County','Grundy County','Scotland County','Livingston County','Quay County','Essex County','Otsego County','Yates County','Clay County','Garrett County','Yancey County','Lee County','Sheridan County','Stone County','Hardin County','Pike County','Wallowa County',Colorado,'Lajas Municipality','Maunabo Municipality','Moca Municipality','Naguabo Municipality',Arizona,'Henry County','Macon County','Pickett County','Borden County','Cooke County','Alcorn County','Lamb County','McMullen County','Rains County','Wilson County','Douglas County','Craig County','Floyd County','Giles County','Luce County','Scott County','Columbia County','Worth County','Chippewa County','Sawyer County',Louisiana,Oklahoma,'North Carolina',Georgia,Indiana,Hawaii,'Rhode Island',Utah,Kansas,Texas,Missouri,Oregon,'West Virginia','New York','South Carolina',Michigan,Nebraska,'South Dakota',Kentucky,Virginia,Iowa,Illinois,Massachusetts,Montana,Tennessee,Mississippi,Minnesota,Nevada,Maryland,Florida,'New Hampshire',Pennsylvania,Arkansas,Ohio,Vermont,'New Mexico','New Jersey',Connecticut,Washington,California,Wyoming,Wisconsin,'District Of Columbia',Delaware,'North Dakota'}
@attribute DataSource {ACS}
@attribute Topic {'Visual Function'}
@attribute Category {'Blind or Difficulty Seeing'}
@attribute Question {'Percentage of people who are blind or have serious difficulty seeing even when wearing glasses'}
@attribute Response {Yes}
@attribute Age {'18-39 years','All ages','0-17 years','18-34 years','65-74 years','35-64 years','65-84 years','40-64 years','85 years and older'}
@attribute Gender {Male,'All genders',Female}
@attribute RaceEthnicity {Other,Asian,'North American Native','Black, non-Hispanic','All races','White, non-Hispanic','Hispanic, any race'}
@attribute RiskFactor {'All participants'}
@attribute RiskFactorResponse {Total}
@attribute Data_Value_Unit {'\%'}
@attribute Data_Value_Type {'Crude Prevalence'}
@attribute Data_Value numeric
@attribute Data_Value_Footnote_Symbol {#}
@attribute Data_Value_Footnote {'Value suppressed'}
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Numerator numeric
@attribute Sample_Size numeric
@attribute LocationId numeric
@attribute TopicID {TVFUNC}
@attribute CategoryID {CBLIND}
@attribute QuestionID {ACSBL}
@attribute ResponseID {RYES}
@attribute DataValueTypeID {CRDPREV}
@attribute AgeID {AGE1839,AGEALL,AGE017,AGE1834,AGE6574,AGE3564,AGE6584,AGE4064,AGE85PLUS}
@attribute GenderID {GM,GALL,GF}
@attribute RaceEthnicityID {OTH,ASN,AIAN,BLK,ALLRACE,WHT,HISP}
@attribute RiskFactorID {RFAPAR}
@attribute RiskFactorResponseID {RFTOT}
@attribute GeoLocation {'POINT (-86.6318607619996 32.8405711220004)','POINT (-114.363730041999 43.6826300050004)','POINT (-147.722059035999 64.8450799570005)','POINT (-68.9850313359996 45.2542288940005)','POINT (-86.591491 33.955243)','POINT (-85.788849 31.09426)','POINT (-85.427266 33.257607)','POINT (-135.559897 59.26412500000001)','POINT (-92.546163 34.593233)','POINT (-120.82584700000001 39.983857)','POINT (-86.19066500000001 30.583728999999998)','POINT (-81.375954 31.979537000000004)','POINT (-84.313402 34.901383)','POINT (-83.339663 33.317059)','POINT (-83.636891 31.700824)','POINT (-85.293376 34.83654)','POINT (-82.751307 32.146558)','POINT (-116.25739 46.238066)','POINT (-88.057232 41.565138)','POINT (-85.033025 40.428424)','POINT (-86.073933 40.730651)','POINT (-86.53769700000001 39.162879)','POINT (-94.709635 41.006693)','POINT (-95.695267 41.04967)','POINT (-98.051218 37.215092)','POINT (-99.147286 38.178541)','POINT (-84.844614 36.837888)','POINT (-92.221086 44.297858)','POINT (-112.696186 45.221056)','POINT (-88.730627 32.062753)','POINT (-90.0284 33.090289)','POINT (-89.144535 31.966737000000002)','POINT (-89.938355 34.350009)','POINT (-90.85940800000002 32.924745)','POINT (-94.370131 39.602093)','POINT (-93.59546900000001 40.091968)','POINT (-92.146652 40.448001)','POINT (-93.554324 39.795916)','POINT (-103.65613 35.180626)','POINT (-73.689906 44.174474)','POINT (-75.060062 42.563531)','POINT (-77.078037 42.633657)','POINT (-83.807512 35.035248)','POINT (-79.303138 39.512187)','POINT (-82.292339 35.910155)','POINT (-83.701692 37.591773)','POINT (-100.340156 47.576556)','POINT (-89.13649600000001 30.809010999999998)','POINT (-83.675755 40.689386)','POINT (-96.672421 46.857998)','POINT (-91.156139 39.363535)','POINT (-117.31059300000001 45.443081)','POINT (-106.133610920999 38.8438407570004)','POINT (-67.06 18.04)','POINT (-65.9 18)','POINT (-67.11 18.39)','POINT (-65.73 18.210000000000004)','POINT (-111.763811276999 34.8659702800004)','POINT (-88.293739 36.319164)','POINT (-86.022066 36.535537)','POINT (-85.141613 36.566056)','POINT (-101.426185 32.746089)','POINT (-97.137065 33.610424)','POINT (-88.531068 34.908785)','POINT (-102.324158 34.028478)','POINT (-98.51005 28.449157)','POINT (-95.797078 32.886055)','POINT (-98.142066 29.226084)','POINT (-92.588247 36.939746)','POINT (-77.988093 39.129687)','POINT (-80.174522 37.476038)','POINT (-80.342686 36.944158)','POINT (-80.71689 37.317609)','POINT (-85.550951 46.334456)','POINT (-82.594258 36.684532)','POINT (-117.975741 46.325941)','POINT (-80.636561 37.528463)','POINT (-94.438797 40.482258)','POINT (-95.620749 44.960561)','POINT (-91.346565 45.936442)','POINT (-92.4456800709996 31.3126606440004)','POINT (-97.5210702139996 35.4720313560004)','POINT (-79.1592504629996 35.4662209750004)','POINT (-83.6275803459996 32.8396810930004)','POINT (-86.1499601939996 39.7669104520004)','POINT (-157.857749402999 21.3048504350004)','POINT (-71.5224703139996 41.7082801930004)','POINT (-111.58713063499901 39.3607001710004)','POINT (-98.2007812269996 38.3477403000004)','POINT (-99.4267702059996 31.8272404070004)','POINT (-92.5663000529996 38.6357907760004)','POINT (-120.15503132599899 44.5674494240004)','POINT (-80.7126401349996 38.6655102020004)','POINT (-75.5439704269996 42.82700103200041)','POINT (-81.0453712069996 33.9988213030004)','POINT (-84.71439026999961 44.6613195430005)','POINT (-99.3657206229996 41.6410409880005)','POINT (-100.373530636999 44.3531300530004)','POINT (-84.7749710479996 37.6459702710004)','POINT (-78.4578904629996 37.5426806740004)','POINT (-93.81649055599961 42.4694009130004)','POINT (-88.9977101779996 40.4850102830004)','POINT (-72.0826906749996 42.2768704700004)','POINT (-109.424420644999 47.0665289720004)','POINT (-85.7744909139996 35.6809405800004)','POINT (-89.5380308249996 32.7455100990004)','POINT (-94.7942005029996 46.3556487360004)','POINT (-117.071840563999 39.4932403900004)','POINT (-76.6092601109996 39.290580964000405)','POINT (-81.9289605389996 28.9320403770004)','POINT (-71.5003609199996 43.65595011300041)','POINT (-77.8607002939996 40.7937301520004)','POINT (-92.2744907429996 34.7486501240004)','POINT (-82.40426005599961 40.0602101410004)','POINT (-72.5176407909996 43.6253812390004)','POINT (-106.240580984999 34.5208809520004)','POINT (-74.2736912879996 40.1305700480004)','POINT (-72.6498409519996 41.5626610200004)','POINT (-120.470010789999 47.5222786290004)','POINT (-120.99999953799899 37.6386401230004)','POINT (-108.109830352999 43.2355413430004)','POINT (-89.8163707419996 44.3931911740004)','POINT (-77.0319611269996 38.8903713850004)','POINT (-75.5777411679996 39.0088306670004)','POINT (-100.118421048999 47.4753197790004)'}
@attribute GeographicLevel {State,National,County}

@data
2017,2017,Will,'Will County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'35-64 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.1,?,?,0.09,0.11,282,300,17197,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE3564,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-88.057232 41.565138)',County
2017,2017,Jay,'Jay County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'18-34 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',2.83,?,?,2.34,3.39,113,100,18075,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE1834,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-85.033025 40.428424)',County
2017,2017,Miami,'Miami County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.29,?,?,0.19,0.44,23,?,18103,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-86.073933 40.730651)',County
2018,2018,Monroe,'Monroe County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.61,?,?,0.51,0.72,100,23000,18105,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-86.53769700000001 39.162879)',County
2018,2018,Adams,'Adams County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,800,19003,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-94.709635 41.006693)',County
2017,2017,Mills,'Mills County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.28,?,?,0.14,0.52,10,?,19129,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-95.695267 41.04967)',County
2015,2015,Harper,'Harper County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,1400,20077,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-98.051218 37.215092)',County
2018,2018,Pawnee,'Pawnee County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.18,?,?,0.02,0.64,0,1100,20145,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-99.147286 38.178541)',County
2016,2016,Wayne,'Wayne County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.48,?,?,0.3,0.73,21,?,21231,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-84.844614 36.837888)',County
2017,2017,Wabasha,'Wabasha County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'18-34 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.65,?,?,0.42,0.97,24,?,27157,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE1834,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-92.221086 44.297858)',County
2017,2017,Beaverhead,'Beaverhead County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,?,30001,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-112.696186 45.221056)',County
2017,2017,Clarke,'Clarke County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.19,?,?,0.08,0.39,7,?,28023,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-88.730627 32.062753)',County
2016,2016,Holmes,'Holmes County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.36,?,?,0.21,0.57,18,?,28051,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-90.0284 33.090289)',County
2017,2017,Jasper,'Jasper County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,?,28061,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-89.144535 31.966737000000002)',County
2017,2017,Panola,'Panola County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.38,?,?,0.26,0.53,33,?,28107,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-89.938355 34.350009)',County
2018,2018,Sharkey,'Sharkey County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,1100,28125,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-90.85940800000002 32.924745)',County
2018,2018,Clinton,'Clinton County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,4900,29049,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-94.370131 39.602093)',County
2017,2017,Grundy,'Grundy County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.04,?,?,0,0.24,1,?,29079,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-93.59546900000001 40.091968)',County
2017,2017,Scotland,'Scotland County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,?,29199,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-92.146652 40.448001)',County
2016,2016,Livingston,'Livingston County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.34,?,?,0.17,0.61,11,?,29117,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-93.554324 39.795916)',County
2017,2017,Quay,'Quay County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,?,35037,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-103.65613 35.180626)',County
2016,2016,Essex,'Essex County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.27,?,?,0.16,0.43,18,?,36031,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-73.689906 44.174474)',County
2017,2017,Otsego,'Otsego County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.31,?,?,0.21,0.44,31,?,36077,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-75.060062 42.563531)',County
2017,2017,Yates,'Yates County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'18-34 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.52,?,?,0.35,0.75,28,?,36123,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE1834,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-77.078037 42.633657)',County
2017,2017,Clay,'Clay County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'18-34 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.06,?,?,0,0.34,1,?,37043,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE1834,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-83.807512 35.035248)',County
2016,2016,Garrett,'Garrett County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.55,?,?,0.38,0.78,32,?,24023,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-79.303138 39.512187)',County
2016,2016,Yancey,'Yancey County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.03,?,?,0,0.16,1,?,37199,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-82.292339 35.910155)',County
2017,2017,Lee,'Lee County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'All ages','All genders','All races','All participants',Total,'\%','Crude Prevalence',10.79,?,?,10.02,11.6,658,700,21129,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGEALL,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-83.701692 37.591773)',County
2016,2016,Sheridan,'Sheridan County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'18-34 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,?,38083,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE1834,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-100.340156 47.576556)',County
2017,2017,Stone,'Stone County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.77,?,?,0.52,1.08,32,?,28131,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-89.13649600000001 30.809010999999998)',County
2017,2017,Hardin,'Hardin County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.15,?,?,0.07,0.27,11,?,39065,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-83.675755 40.689386)',County
2018,2018,Clay,'Clay County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.12,?,?,0.07,0.19,0,15100,27027,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-96.672421 46.857998)',County
2016,2016,Pike,'Pike County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'All ages','All genders','All races','All participants',Total,'\%','Crude Prevalence',2.42,?,?,2.19,2.67,392,400,29163,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGEALL,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-91.156139 39.363535)',County
2018,2018,Wallowa,'Wallowa County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,1300,41063,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-117.31059300000001 45.443081)',County
2016,2016,Stone,'Stone County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'All ages','All genders','All races','All participants',Total,'\%','Crude Prevalence',5.71,?,?,5.37,6.07,994,1000,28131,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGEALL,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-89.13649600000001 30.809010999999998)',County
2018,2018,CO,Colorado,ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'65-84 years',Male,Asian,'All participants',Total,'\%','Crude Prevalence',?,#,'Value suppressed',?,?,?,?,8,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE6584,GM,ASN,RFAPAR,RFTOT,'POINT (-106.133610920999 38.8438407570004)',State
2017,2017,Lajas,'Lajas Municipality',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'35-64 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.06,?,?,0.02,0.13,5,?,72079,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE3564,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-67.06 18.04)',County
2016,2016,Maunabo,'Maunabo Municipality',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'18-34 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,?,72095,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE1834,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-65.9 18)',County
2017,2017,Moca,'Moca Municipality',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'35-64 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.16,?,?,0.1,0.24,24,?,72099,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE3564,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-67.11 18.39)',County
2017,2017,Naguabo,'Naguabo Municipality',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,?,72103,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-65.73 18.210000000000004)',County
2018,2018,AK,Alaska,ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'65-84 years',Male,Asian,'All participants',Total,'\%','Crude Prevalence',?,#,'Value suppressed',?,?,?,?,2,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE6584,GM,ASN,RFAPAR,RFTOT,'POINT (-147.722059035999 64.8450799570005)',State
2018,2018,AZ,Arizona,ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'40-64 years',Male,Other,'All participants',Total,'\%','Crude Prevalence',?,#,'Value suppressed',?,?,?,?,4,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE4064,GM,OTH,RFAPAR,RFTOT,'POINT (-111.763811276999 34.8659702800004)',State
2016,2016,Henry,'Henry County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.44,?,?,0.3,0.63,30,?,47079,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-88.293739 36.319164)',County
2016,2016,Macon,'Macon County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'0-17 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0.18,?,?,0.08,0.33,10,?,47111,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-86.022066 36.535537)',County
2017,2017,Pickett,'Pickett County',ACS,'Visual Function','Blind or Difficulty Seeing','Percentage of people who are blind or have serious difficulty seeing even when wearing glasses',Yes,'18-34 years','All genders','All races','All participants',Total,'\%','Crude Prevalence',0,?,?,0,0,0,?,47137,TVFUNC,CBLIND,ACSBL,RYES,CRDPREV,AGE1834,GALL,ALLRACE,RFAPAR,RFTOT,'POINT (-85.141613 36.566056)',County
